Año;Mes.de.choque;Rango.horario;Cantidad.de.lesionados;addresses;Coordenada.X;Coordenada.Y;lon;lat;direccion
2016;Julio;6:00 a 11:59;1;ARIJON Y SAN MARTIN,Rosario,Santa Fe,Argentina;5439315,27;6348694,63;-60,6494128;-33,0030362;Av. Arijon & Av. San Martín, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;MARGIS Y NUESTRA SRA DEL ROSARIO,Rosario,Santa Fe,Argentina;5438681,09;6349018,26;-60,632557;-32,94742;Buenos Aires 789, S2000CEB Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;CALLAO Y TUCUMAN,Rosario,Santa Fe,Argentina;5438379,46;6355915,75;-60,6588716;-32,9378651;Callao & Tucumán, S2002 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;2;LAPRIDA Y RUEDA,Rosario,Santa Fe,Argentina;5440129,32;6352169,99;-60,6403872;-32,9717703;Rueda & Laprida, S2001 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;27 DE FEBRERO Y MATIENZO,Rosario,Santa Fe,Argentina;5435115,54;6353578,8;-60,6939776;-32,9587945;Matienzo & Bv. 27 de Febrero, S2010 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;INT LAMAS Y SORRENTO,Rosario,Santa Fe,Argentina;5435091,42;6359289,32;-60,6427204;-32,9986009;Av Bermúdez & Regimiento 11, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;2;LINIERS Y PTE PERON,Rosario,Santa Fe,Argentina;5434763,5;6353320,49;-60,6977517;-32,9611573;Liniers & Av. Pres. Perón, S2010 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;EVA PERON 5200,Rosario,Santa Fe,Argentina;5435014,47;6356088,92;-60,6938563;-32,9362114;Av. Eva Perón 5200, S2002 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;2;MONTEVIDEO Y VALPARAISO,Rosario,Santa Fe,Argentina;5436012,97;6354743,1;-60,6842986;-32,9483054;Valparaiso & Montevideo, S2002 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;GARZON Y LA REPUBLICA,Rosario,Santa Fe,Argentina;5433939,58;6358049,02;-60,7062059;-32,9184259;La República & Garzón, S2006 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;CORRIENTES Y SANTA FE,Rosario,Santa Fe,Argentina;5439963,5;6355211,31;-60,6420053;-32,9443187;Sta Fe & Corrientes, S2000 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;BIEDMA Y SAN NICOLAS,Rosario,Santa Fe,Argentina;5436327,1;6351757,06;-60,6811389;-32,9752518;Cnel. M. Biedma & San Nicolás, S2004 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;RODRIGUEZ Y SAN LUIS,Rosario,Santa Fe,Argentina;5438340,25;6355085,2;-60,6593714;-32,9453419;Rodríguez & San Luis, S2002 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;2;PARAGUAY Y RIOBAMBA,Rosario,Santa Fe,Argentina;5439424,83;6353243,77;-60,6479974;-32,9619865;Riobamba & Paraguay, S2000 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;PROVINCIAS UNIDAS Y VELEZ SARSFIELD,Rosario,Santa Fe,Argentina;5433288,75;6357196,18;-60,7133167;-32,9260002;Vélez Sársfield & Av. Provincias Unidas Bis, S2007 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;JORGE NEWBERY Y SANCHEZ DE LORIA,Rosario,Santa Fe,Argentina;5431419,84;6359130,02;-60,7331597;-32,9084508;Sánchez de Loria Bis & Av. Jorge Newbery, S2006 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;ARIJON Y SANTIAGO,Rosario,Santa Fe,Argentina;5437607,3;6348622,58;-60,6676701;-33,003612;Santiago & Av. Arijon, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;IRIONDO Y SEGUI,Rosario,Santa Fe,Argentina;5436634,16;6351960;-60,6778252;-32,9734731;Iriondo & Bv. Seguí, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;AURORA Y FRANCIA,Rosario,Santa Fe,Argentina;5436653,7;6349071,87;-60,6777658;-32,9994793;Aurora & Av. Francia, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;AVELLANEDA 2700,Rosario,Santa Fe,Argentina;5436001,98;6353277,76;-60,633242;-33,0094365;Avellaneda 2700, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;CORRIENTES Y RIOBAMBA,Rosario,Santa Fe,Argentina;5439553,97;6353217,1;-60,6465309;-32,9622832;Riobamba & Corrientes, S2000 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;ITUZAINGO Y SAN NICOLAS,Rosario,Santa Fe,Argentina;5436800,01;6354049,97;-60,6759421;-32,9546125;Ituzaingo & San Nicolás, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;LAVALLE Y TUCUMAN,Rosario,Santa Fe,Argentina;5436724,11;6356257,18;-60,6766164;-32,9346986;Lavalle & Tucumán, S2002 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;FUHR 1200,Rosario,Santa Fe,Argentina;5434711,64;6355515,09;-60,6979811;-32,9414803;Fuhr 1200, S2002 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;CAFFERATA Y OCAMPO,Rosario,Santa Fe,Argentina;5436795,85;6353386,4;-60,6760044;-32,9605856;Ocampo & Cafferata, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;2;CAFERATA C Y PELLEGRINI,Rosario,Santa Fe,Argentina;5437006,86;6354405,27;-60,6737122;-32,9513423;Cafferata & Av. Pellegrini, S2002 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;CERRITO Y SAN NICOLAS,Rosario,Santa Fe,Argentina;5436773,61;6353922,52;-60,6762118;-32,9557369;Cerrito & San Nicolás, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;SAN MARTIN Y URIBURU,Rosario,Santa Fe,Argentina;5439557,84;6350066,98;-60,6467357;-32,9907385;Av. San Martín & Av. Uriburu, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;LA PAZ Y PARAGUAY,Rosario,Santa Fe,Argentina;5439398,09;6353116,61;-60,6482643;-32,9631476;La Paz & Paraguay, S2000 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;CASABLANCA Y IRIONDO,Rosario,Santa Fe,Argentina;5436620,68;6351892,15;-60,6779995;-32,9740466;Casablanca & Iriondo, S2004 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;LAPRIDA Y MENDOZA,Rosario,Santa Fe,Argentina;5440594,06;6354337,07;-60,6353197;-32,9522376;Laprida & Mendoza, S2000 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;FELIPE MORE Y PELLEGRINI,Rosario,Santa Fe,Argentina;5435157,06;6354763,36;-60,6934376;-32,9480351;Felipe Moré & Av. Pellegrini, S2002 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;PARAGUAY Y SAN LORENZO,Rosario,Santa Fe,Argentina;5439856,32;6355342,06;-60,6431305;-32,9431392;Paraguay & San Lorenzo, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;PARAGUAY Y WHEELWRIGHT,Rosario,Santa Fe,Argentina;5440004,9;6356059,12;-60,6415044;-32,936668;Av. Wheelwright & Paraguay, S2000 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;MITRE 1028,Rosario,Santa Fe,Argentina;5440114,19;6354685,71;-60,6403305;-32,9491263;Mitre 1028, S2000COV Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;2;CASIANO CASAS Y SORRENTO,Rosario,Santa Fe,Argentina;5434910,76;6359288,38;-60,6956737;-32,9072974;Av. Casiano Casas & Av. Sorrento, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;J J PASO Y VENEZUELA,Rosario,Santa Fe,Argentina;5432148,14;6357792,19;-60,7254057;-32,9205881;Venezuela & Juan José Paso, S2007 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;JUAN PABLO II Y OVIDIO LAGOS,Rosario,Santa Fe,Argentina;5436750,81;6348244,89;-60,6767227;-33,0069715;Juan Pablo II & Av. Ovidio Lagos, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;DORREGO Y SAN LORENZO,Rosario,Santa Fe,Argentina;5439341,51;6355446,2;-60,6486401;-32,9421758;Dorrego & San Lorenzo, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;BALCARCE Y VIRASORO,Rosario,Santa Fe,Argentina;5438498,94;6352637,61;-60,6579385;-32,9674281;Balcarce & Virasoro, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;25 DE MAYO Y JUAN B JUSTO,Rosario,Santa Fe,Argentina;5432281,57;6358390,53;-60,5151133;-33,151516;1° de Mayo & Juan B. Justo, Arroyo Seco, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;BROWN Y ITALIA,Rosario,Santa Fe,Argentina;5439627,38;6356200,43;-60,6455159;-32,935374;Brown & Italia, S2000 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;ALVEAR Y SAN DIEGO,Rosario,Santa Fe,Argentina;5438978,16;6356321,17;-60,611393;-33,0186043;Calle Alvear & Av. San Diego, Villa Gdor. Galvez, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;MARIANO MORENO Y MENDOZA,Rosario,Santa Fe,Argentina;5439045,62;6354650,22;-60,6518618;-32,9493614;Mariano Moreno & Mendoza, S2000 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;ARIJON Y SANTIAGO,Rosario,Santa Fe,Argentina;5437607,3;6348622,58;-60,6676701;-33,003612;Santiago & Av. Arijon, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;OVIDIO LAGOS Y SAN LORENZO,Rosario,Santa Fe,Argentina;5438197,89;6355680,82;-60,6608623;-32,9399529;San Lorenzo & Av. Ovidio Lagos, S2002 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;2;IRIONDO Y PASCO,Rosario,Santa Fe,Argentina;5437080,89;6354124,09;-60,6729421;-32,9539479;Pasco & Iriondo, S2002 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;LAPRIDA 800,Rosario,Santa Fe,Argentina;5440706,05;6354871,29;-60,633884;-32,9473373;Laprida 800, S2000CFH Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;3;FRANCIA Y NUESTRA SRA DEL ROSARIO,Rosario,Santa Fe,Argentina;5436660,54;6348909,16;-60,6776914;-33,0009631;Av. Ntra Sra del Rosario & Av. Francia, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;BAIGORRIA 1751,Rosario,Santa Fe,Argentina;5433973,101;6360759,997;-60,7056255;-32,8939474;Baigorria 1751, S2005DGK Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;MITRE Y PELLEGRINI,Rosario,Santa Fe,Argentina;5439947,53;6353799,95;-60,642228;-32,9569516;Mitre & Av. Pellegrini, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;EVA PERON 7800,Rosario,Santa Fe,Argentina;5431735,2;6356730,61;-60,7297671;-32,9299323;Av. Eva Perón 7800, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;ARIJON Y JUAN PABLO II,Rosario,Santa Fe,Argentina;5436232.39;6348566.55;-60,6826454;-33,0038839;Av. Arijon & Juan Pablo II, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;2;RODRIGUEZ Y SEGUI,Rosario,Santa Fe,Argentina;5437653,42;6351749,74;-60,6669824;-32,9754832;Rodríguez & Bv. Seguí, S2004 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;COCHABAMBA Y OROÑO,Rosario,Santa Fe,Argentina;5438635,51;6353938,16;-60,656202;-32,9556589;Cochabamba & Bv. Oroño, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;25 DE MAYO Y CORDOBA,Rosario,Santa Fe,Argentina;;;-60,7828367;-32,853284;Córdoba & 25 de Mayo, S2143 Ibarlucea, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;BUENOS AIRES Y VIAMONTE,Rosario,Santa Fe,Argentina;5440406,01;6352776,91;-60,6374382;-32,9663071;Viamonte & Buenos Aires, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;2;BENEGAS Y TARRAGONA,Rosario,Santa Fe,Argentina;5431313,13;6356631,17;-60,7344236;-32,9310299;Benegas & Tarragona, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;JUAN XXIII Y ROUILLON,Rosario,Santa Fe,Argentina;5434470495;6.351.981.225.000.000;-60,7010397;-32,9731068;Juan XXIII & Rouillon, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;DERQUI Y PERU,Rosario,Santa Fe,Argentina;5433461;6355872,58;-60,7114868;-32,9380074;Derqui & Perú, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;25 DE MAYO Y EVA PERON,Rosario,Santa Fe,Argentina;5432339,37;6356628,37;-60,875424;-33,016812;Urquiza & 25 de Mayo, Zavalla, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;AVELLANEDA Y COCHABAMBA,Rosario,Santa Fe,Argentina;5436215,19;6354436,02;-60,6820741;-32,9510922;Cochabamba & Bv. Avellaneda, S2002 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;LAVALLE Y RIOBAMBA,Rosario,Santa Fe,Argentina;5436237,35;6353901,12;-60,6819541;-32,9559382;Lavalle & Riobamba, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;OVIDIO LAGOS 5400,Rosario,Santa Fe,Argentina;5436894,63;6348907;-60,675934;-33,001565;Av. Ovidio Lagos 5400, S2011MYP Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;DORREGO Y RIOJA,Rosario,Santa Fe,Argentina;5439263,1;6355065,32;-60,6494872;-32,9456061;Dorrego & Rioja, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;1 DE MAYO Y RUEDA,Rosario,Santa Fe,Argentina;5440556,61;6352081,87;-60,6358852;-32,9726086;1 de Mayo & Rueda, S2001 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;ALBERT SABIN Y JUAN JOSE PASO,Rosario,Santa Fe,Argentina;5435560,62;6357933,73;-60,6427204;-32,9986009;Av Bermúdez & Regimiento 11, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;HUERTA GRANDE Y JUAN PABLO II,Rosario,Santa Fe,Argentina;5433626.02;6361873.88;-60,7094151;-32,883866;Huerta Grande & Juan Pablo II, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;ALBERDI BIS Y VELEZ SARSFIELD,Rosario,Santa Fe,Argentina;5436595,1;6357340,11;-60,6819847;-32,9250374;Mar del Plata & Vélez Sársfield, S2013 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;ARENALES Y JUNIN,Rosario,Santa Fe,Argentina;;;-60,6691713;-32,926863;Junín 501, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;27 DE FEBRERO Y BUENOS AIRES,Rosario,Santa Fe,Argentina;5440353,79;6352522,72;-60,6380286;-32,9685397;Buenos Aires & Bv. 27 de Febrero, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;J J PEREZ Y MATHEU,Rosario,Santa Fe,Argentina;5431707,74;6361271,75;-60,7298808;-32,8891823;J. J. Pérez & Matheu, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;MENDOZA,Rosario,Santa Fe,Argentina;;;-60,6808747;-32,9441179;Mendoza, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;ALBERINI Y CALDERON,Rosario,Santa Fe,Argentina;5431562,77;6362187,2;-60,7313658;-32,8809235;Alberini & Calderón, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;AGUSTIN ALVAREZ Y RONDEAU,Rosario,Santa Fe,Argentina;5434901,77;6361963,42;-60,6427204;-32,9986009;Av Bermúdez & Regimiento 11, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;CARLOS GARDEL Y SAN JOSE DE CALASANZ,Rosario,Santa Fe,Argentina;5429704,81;6355542,05;-60,7516469;-32,9406507;Carlos Gardel & Av. San José de Calasanz, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;CALLAO Y URQUIZA,Rosario,Santa Fe,Argentina;5438352,82;6355786,16;-60,6591692;-32,9390438;Callao & Urquiza, S2002 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;CERRITO Y VERA MUJICA,Rosario,Santa Fe,Argentina;5437282,92;6353817,41;-60,6707946;-32,9567166;Cerrito & Vera Mujica, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;SARMIENTO Y URIBURU,Rosario,Santa Fe,Argentina;5439306,97;6350056,05;-60,6493752;-32,9908309;Sarmiento & Av. Uriburu, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;BIEDMA Y FRANCIA,Rosario,Santa Fe,Argentina;5436963,36;6351626,1;-60,674405;-32,9764597;Cnel. M. Biedma & Av. Francia, S2004 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;CALLAO Y COULIN,Rosario,Santa Fe,Argentina;5437235,23;6350375,19;-60,6714963;-32,9877549;Coulin & Callao, S2004 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;RIOBAMBA Y SARMIENTO,Rosario,Santa Fe,Argentina;5439947,09;6353135,92;-60,6423991;-32,9630038;Riobamba & Sarmiento, S2000 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;MITRE Y MONTEVIDEO,Rosario,Santa Fe,Argentina;5439973,9;6353927,22;-60,6419743;-32,9559122;Mitre & Montevideo, S2000 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;27 DE FEBRERO Y LINIERS,Rosario,Santa Fe,Argentina;5434754,1;6353565,74;-60,6978197;-32,9589208;Liniers & Bv. 27 de Febrero, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;CALLAO Y CURIE,Rosario,Santa Fe,Argentina;5437669,51;6352476,47;-60,6667508;-32,9688461;Curie & Callao, S2004 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;CENTENARIO Y SADI CARNOT,Rosario,Santa Fe,Argentina;5439381,63;6348562,04;-60,6486675;-33,0042344;Sadi Carnot & Centenario, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;OCAMPO Y SAN MARTIN,Rosario,Santa Fe,Argentina;5440006,68;6352725,96;-60,6418042;-32,9667032;Ocampo & Av. San Martín, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;2;J B JUSTO 6900,Rosario,Santa Fe,Argentina;5433041,32;6358435,15;-60,7157654;-32,9150099;Juan B. Justo 6900, S2006 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;BUENOS AIRES Y LAMADRID,Rosario,Santa Fe,Argentina;5439703,68;6349367,36;-60,6451567;-32,9970009;Buenos Aires & Lamadrid, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;GORRITI Y SOLIS,Rosario,Santa Fe,Argentina;5434148,46;6357416,92;-60,7040343;-32,924091;Solís Bis & Gorriti, S2007 Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;1 DE MAYO Y ITUZAINGO,Rosario,Santa Fe,Argentina;5440791,09;6353228,37;-60,6333945;-32,9621988;Ituzaingo & 1 de Mayo, Rosario, Santa Fe, Argentina
2016;Julio;6:00 a 11:59;1;PELLEGRINI 1800,Rosario,Santa Fe,Argentina;5439150,33;6353940,02;-60,6505929;-32,9554823;Av. Pellegrini 1800, S2000BUS Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;SEGUI 2800,Rosario,Santa Fe,Argentina;5437396,8;6351777,64;-60,6694681;-32,9749076;Bv. Seguí 2800, S2003CIT Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;LAPRIDA Y SANCHEZ DE BUSTAMANTE,Rosario,Santa Fe,Argentina;5439534,22;6348822,01;-60,6470255;-33,001906;Sánchez de Bustamante & Laprida, S2011 Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;CAMILO ALDAO Y ESPAÑOL,Rosario,Santa Fe,Argentina;5434946,54;6354822,76;-60,6956901;-32,9475389;Español & Camilo Aldao, Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;3;JUNIN Y PROVINCIAS UNIDAS,Rosario,Santa Fe,Argentina;5433295,33;6357022,8;-60,7131414;-32,9275887;Av. Provincias Unidas Bis & Junín, S2007 Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;SEGUI Y SUIPACHA,Rosario,Santa Fe,Argentina;5437143,65;6351854,92;-60,6724083;-32,9744782;Suipacha & Bv. Seguí, S2004 Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;CORDOBA Y MITRE,Rosario,Santa Fe,Argentina;5440194,59;6355007,44;-60,6394711;-32,9461637;Mitre & Córdoba, S2000 Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;ENTRE RIOS 500,Rosario,Santa Fe,Argentina;5440124,35;6355408,92;-60,6400867;-32,9425002;Entre Ríos 500, S2000CRJ Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;DARRAGUEIRA Y SUPERI,Rosario,Santa Fe,Argentina;5434973,21;6360672,03;-60,694955;-32,8947884;Darregueira & Superí, Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;GARZON 600 BIS,Rosario,Santa Fe,Argentina;5433936,64;6357702,22;-60,6427204;-32,9986009;Av Bermúdez & Regimiento 11, Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;MARIANO MORENO Y RIOJA,Rosario,Santa Fe,Argentina;5439135,97;6355091,62;-60,6508514;-32,9453821;Rioja & Mariano Moreno, S2000 Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;CERRITO Y LAVALLE,Rosario,Santa Fe,Argentina;5436263,58;6354027,77;-60,6816631;-32,9548164;Cerrito & Lavalle, S2003 Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;BOLIVIA Y JOSE INGENIEROS,Rosario,Santa Fe,Argentina;5433057,02;6358179,5;-60,7156868;-32,9171829;Bolivia Bis & José Ingenieros, Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;BUENOS AIRES Y SEGUI,Rosario,Santa Fe,Argentina;5440091,35;6351248,73;-60,6409172;-32,9801469;Buenos Aires & Bv. Seguí, Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;GABOTO Y OROÑO,Rosario,Santa Fe,Argentina;5438292,15;6352280,8;-60,6601734;-32,9706244;Gaboto & Bv. Oroño, Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;1 DE MAYO Y MONTEVIDEO,Rosario,Santa Fe,Argentina;5440894,17;6353737,46;-60,6321609;-32,9576533;1 de Mayo & Montevideo, Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;SARMIENTO Y MENDOZA,Rosario,Santa Fe,Argentina;5440207,94;6354418,19;-60,6394425;-32,9514777;Sarmiento & Mendoza, S2000 Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;CAFFERATA Y SAN LORENZO,Rosario,Santa Fe,Argentina;5437306,99;6355864,66;-60,6703833;-32,9382766;San Lorenzo & Cafferata, S2002 Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;25 DE MAYO Y RONDEAU,Rosario,Santa Fe,Argentina;5434564,02;6363175,83;-60,6427204;-32,9986009;Av Bermúdez & Regimiento 11, Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;ARIJON Y OROÑO,Rosario,Santa Fe,Argentina;5437858,29;6348633,53;-60,6651576;-33,0034992;Av. Arijon & Bv. Oroño, Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;REPUBLICA DE IRAK Y UNION,Rosario,Santa Fe,Argentina;5434063,89;6361551,75;-60,7045351;-32,8868786;Unión 2900, S2005FBF Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;3 DE FEBRERO Y LAVALLE,Rosario,Santa Fe,Argentina;5436472,14;6355037,04;-60,6794231;-32,9456999;Lavalle & 3 de Febrero, S2002 Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;24 DE SEPTIEMBRE Y OVIDIO LAGOS,Rosario,Santa Fe,Argentina;5437399,18;6351669,39;-60,6696293;-32,9761436;24 de Septiembre & Av. Ovidio Lagos, S2004 Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;ITUZAINGO Y LAPRIDA,Rosario,Santa Fe,Argentina;5440365,21;6353315,92;-60,637843;-32,9614528;Ituzaingo & Laprida, S2000 Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;27 DE FEBRERO Y ALEM,Rosario,Santa Fe,Argentina;5440764,24;6352438,45;-60,6336333;-32,9694462;Leandro N. Alem & Bv. 27 de Febrero, Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;SARMIENTO Y SAVIO,Rosario,Santa Fe,Argentina;5439329,86;6349422,16;-60,6491644;-32,9964949;Savio & Sarmiento, Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;CALLAO Y TUCUMAN,Rosario,Santa Fe,Argentina;5438379,46;6355915,75;-60,6588716;-32,9378651;Callao & Tucumán, S2002 Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;FRONDIZI A 799,Rosario,Santa Fe,Argentina;5.436.512.576.555.860;6.359.353.459.824.860;-60,6774609;-32,9102175;Av. Pres. Arturo Frondizi, Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;DIAZ VELEZ Y SUIZA,Rosario,Santa Fe,Argentina;;;-60,6079331;-33,0112038;Pje. Díaz Vélez, S2124 Villa Gdor. Galvez, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;PUEYRREDON Y RIOJA,Rosario,Santa Fe,Argentina;5438501,79;6355221,24;-60,6576949;-32,944134;Pueyrredón & Rioja, S2000 Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;PTE PERON,Rosario,Santa Fe,Argentina;;;-60,7053094;-32,9649409;Av. Pres. Perón, Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;14114 Y PECAN,Rosario,Santa Fe,Argentina;5431535,02;6358958,1;-60,6427204;-32,9986009;Av Bermúdez & Regimiento 11, Rosario, Santa Fe, Argentina
2016;Julio;12:00 a 17:59;1;ALVEAR Y OLEGARIO ANDRADE,Rosario,Santa Fe,Argentina;5438978,16;6356321,17;-60,6427204;-32,9986009;Av Bermúdez & Regimiento 11, Rosario, Santa Fe, Argentina
